model,seed,fold,subset,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc,time_sec
AG-T2I-packed,1,2,test,0.9375,0.5149014526358863,0.6282454905737249,0.5149014526358863,0.5532093179152002,0.8894269232193784,0.9375,0.911308376627004,0.9129935378496556,137.54079413414001
AG-T2I-packed_T,1,2,train,0.9338107638888888,0.46378376878396593,0.609280657315103,0.46378376878396593,0.5036338232214521,,,,,138.43036150932312
AG-T2I-packed_T,1,2,test,0.9347222222222222,0.48434835981722707,0.6059002659391234,0.48434835981722707,0.5219641993226899,0.8860669027507934,0.9347222222222222,0.9078714118690534,0.8889313010732103,138.43036150932312
AG-T2I-step_sparse,1,2,train,0.9884982638888888,0.9302830642750249,0.9404023556298965,0.9302830642750249,0.9352851636189033,,,,,127.71831154823303
AG-T2I-step_sparse,1,2,test,0.98125,0.9113001018477388,0.8993366823313348,0.9113001018477388,0.9052410118221998,0.9814424976142891,0.98125,0.9813393228949674,0.9953779345438193,127.71831154823303
AG-T2I-attention_map,1,2,train,0.9800347222222222,0.9498359087537632,0.8878240078546845,0.9498359087537632,0.9169269158076886,,,,,166.99758195877075
AG-T2I-attention_map,1,2,test,0.9770833333333333,0.9209927379469764,0.8855031275905428,0.9209927379469764,0.9025709008099478,0.9777377104513031,0.9770833333333333,0.9773502052833398,0.994552170690098,166.99758195877075
XGBoost,1,3,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18928217887878418
XGBoost,1,3,test,0.9951388888888889,0.9559333936678271,0.9791168877446168,0.9559333936678271,0.9672043445828438,0.9950812976712653,0.9951388888888889,0.9950856272489533,0.999739801957991,0.18928217887878418
LightGBM,1,3,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6136658191680908
LightGBM,1,3,test,0.9965277777777778,0.9705389082733419,0.994435785962322,0.9705389082733419,0.9821561586418007,0.9965245023651328,0.9965277777777778,0.9965009416385981,0.9999475366068676,0.6136658191680908
CatBoost,1,3,train,0.9986111111111111,0.9970562069903804,0.9832549941245593,0.9970562069903804,0.9900410630566637,0.9986511987531009,0.9986111111111111,0.9986225116231249,0.9999921667543638,0.5823290348052979
CatBoost,1,3,test,0.9972222222222222,0.9694469071813409,0.9907283200505012,0.9694469071813409,0.979307586551681,0.997259813075918,0.9972222222222222,0.9971822688830565,0.9999450315609236,0.5823290348052979
TabNet,1,3,train,0.9390625,0.5335845708401887,0.630415450182892,0.5335845708401887,0.5684813947086164,0.8912562213706836,0.9390625,0.9133736894886588,0.9609812151921849,144.89700651168823
TabNet,1,3,test,0.9375,0.5050505050505051,0.6455844460060903,0.5050505050505051,0.5491146589259798,0.890064027484969,0.9375,0.9110482785034671,0.9629731876993891,144.89700651168823
FT-Transformer (lite),1,3,train,0.9965277777777778,0.9865311130817856,0.969581485536497,0.9865311130817856,0.9779072717523909,0.9966270242821701,0.9965277777777778,0.9965545593163235,0.9999474921908386,197.0124270915985
FT-Transformer (lite),1,3,test,0.9902777777777778,0.928884555291157,0.9426764078516715,0.928884555291157,0.934092974415555,0.9904986995921022,0.9902777777777778,0.9902312409200851,0.9987577857847428,197.0124270915985
IGTD-inspired,1,3,train,0.9899305555555555,0.9165658335206995,0.9813211120303421,0.9165658335206995,0.9470929590474183,0.9898000692801397,0.9899305555555555,0.9896476140486062,0.9995237099472498,64.0630316734314
IGTD-inspired,1,3,test,0.9798611111111111,0.8205711337744347,0.9537991594095784,0.8205711337744347,0.8770356427289316,0.9792527448675961,0.9798611111111111,0.9786810638613669,0.9956974825135178,64.0630316734314
Naive Reshape,1,3,train,0.9873263888888889,0.9114766437134331,0.9676159265838082,0.9114766437134331,0.9378158405295123,0.9870426783903229,0.9873263888888889,0.9869226172888462,0.9989585130760537,68.558922290802
Naive Reshape,1,3,test,0.9833333333333333,0.862567300301734,0.9732111100333043,0.862567300301734,0.9122077384647217,0.9829365319946973,0.9833333333333333,0.9824744378922683,0.9976907233357838,68.558922290802
AG-T2I-step_row,1,3,train,0.9722222222222222,0.8516899156326344,0.8733564697251848,0.8516899156326344,0.8604307088974146,,,,,177.25639057159424
AG-T2I-step_row,1,3,test,0.9701388888888889,0.8336315241791611,0.8808889195595399,0.8336315241791611,0.8499883482475764,0.9697674163950625,0.9701388888888889,0.9688760622514293,0.9791454374270013,177.25639057159424
AG-T2I-packed,1,3,train,0.9440104166666666,0.600290998565563,0.7940854856346586,0.600290998565563,0.6256080215695143,,,,,154.4569640159607
AG-T2I-packed,1,3,test,0.9416666666666667,0.5981217867939549,0.7928430209569001,0.5981217867939549,0.6132170976508985,0.9248929913009094,0.9416666666666667,0.9200617281912185,0.9809785507954508,154.4569640159607
AG-T2I-packed_T,1,3,train,0.9422743055555556,0.591624085849813,0.7478269264934223,0.591624085849813,0.6088946363244493,,,,,149.8234899044037
AG-T2I-packed_T,1,3,test,0.9402777777777778,0.5891127777849459,0.7035062781331437,0.5891127777849459,0.5963226284394167,0.9099455598989181,0.9402777777777778,0.916838097695762,0.9813501165920148,149.8234899044037
AG-T2I-step_sparse,1,3,train,0.9884982638888888,0.9379683567454412,0.9448142964716809,0.9379683567454412,0.9404286625567883,,,,,147.44919514656067
AG-T2I-step_sparse,1,3,test,0.9895833333333334,0.9440819459574148,0.936163505432753,0.9440819459574148,0.94006643006643,0.989668446645665,0.9895833333333334,0.9896167208875543,0.9963552107446438,147.44919514656067
AG-T2I-attention_map,1,3,train,0.98046875,0.878612999129195,0.8920694731554798,0.878612999129195,0.8851039969989821,,,,,188.56694269180298
AG-T2I-attention_map,1,3,test,0.9819444444444444,0.9043833439932465,0.9078081185704504,0.9043833439932465,0.9039470675158007,0.9820255319134242,0.9819444444444444,0.9817306485346035,0.9969035499653865,188.56694269180298
XGBoost,1,4,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26529741287231445
XGBoost,1,4,test,0.9958333333333333,0.9803134707931616,0.9761820644173586,0.9803134707931616,0.9782328190813535,0.9958604437771105,0.9958333333333333,0.9958444921641785,0.99986182533413,0.26529741287231445
LightGBM,1,4,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.238872766494751
LightGBM,1,4,test,0.9958333333333333,0.9750757592701963,0.9750757592701963,0.9750757592701963,0.9750757592701963,0.9958333333333333,0.9958333333333333,0.9958333333333333,0.999888750631326,14.238872766494751
CatBoost,1,4,train,0.9986111111111111,0.9994999687480468,0.9844788451803589,0.9994999687480468,0.9918676692040854,0.9986480352593936,0.9986111111111111,0.9986199747386959,0.9999925663578478,0.7814781665802002
CatBoost,1,4,test,0.9958333333333333,0.9941834773761933,0.9678973329989131,0.9941834773761933,0.9807158666662797,0.9959639592564724,0.9958333333333333,0.9958688128936064,0.9999312490732386,0.7814781665802002
TabNet,1,4,train,0.934375,0.4644589529269822,0.621001135377012,0.4644589529269822,0.5063445522057656,0.8864404800168079,0.934375,0.9069197143350404,0.9405100116557709,128.0019338130951
TabNet,1,4,test,0.9326388888888889,0.44092640807260636,0.5931935385334124,0.44092640807260636,0.4777674992291088,0.8840466072508819,0.9326388888888889,0.9045483862678589,0.9479959307393884,128.0019338130951
FT-Transformer (lite),1,4,train,0.9965277777777778,0.9815106815388083,0.9656293694924072,0.9815106815388083,0.9734421606381587,0.9966197488185434,0.9965277777777778,0.9965543201207328,0.9999055230035995,179.75819778442383
FT-Transformer (lite),1,4,test,0.9895833333333334,0.9503228949864381,0.943912812333865,0.9503228949864381,0.9468304739912902,0.9898220139996455,0.9895833333333334,0.9896634472212726,0.9986234330961025,179.75819778442383
IGTD-inspired,1,4,train,0.9904513888888888,0.9340863368675487,0.9552821331004245,0.9340863368675487,0.9439560503383979,0.9904478660418132,0.9904513888888888,0.9903957434947667,0.9992660387240427,63.555925130844116
IGTD-inspired,1,4,test,0.9840277777777777,0.8937639325222119,0.9436028345050776,0.8937639325222119,0.9167897920633828,0.9838616934958896,0.9840277777777777,0.9838049722712939,0.995284518166197,63.555925130844116
Naive Reshape,1,4,train,0.9864583333333333,0.8964396320609792,0.9583171631408868,0.8964396320609792,0.9255054376658284,0.9861134227273973,0.9864583333333333,0.9861076232143883,0.9988193699436742,61.23709058761597
Naive Reshape,1,4,test,0.9826388888888888,0.8707615058478559,0.9424953288816896,0.8707615058478559,0.904079041258618,0.982062834472141,0.9826388888888888,0.982092868327764,0.9962868031088744,61.23709058761597
AG-T2I-step_row,1,4,train,0.96875,0.8220226328488702,0.8951420826953876,0.8220226328488702,0.8492186542405946,,,,,217.9062991142273
AG-T2I-step_row,1,4,test,0.9694444444444444,0.8091968733379087,0.906234044390383,0.8091968733379087,0.8480385059879859,0.966983308281462,0.9694444444444444,0.96664767507821,0.9873243426481034,217.9062991142273
AG-T2I-packed,1,4,train,0.9720052083333334,0.8099766129072105,0.9339747134546377,0.8099766129072105,0.8597310458328545,,,,,216.95174765586853
AG-T2I-packed,1,4,test,0.9756944444444444,0.8215266347299357,0.9386921011386935,0.8215266347299357,0.8717844575538031,0.9744850484535337,0.9756944444444444,0.9738353762996184,0.992259053383738,216.95174765586853
AG-T2I-packed_T,1,4,train,0.9661458333333334,0.7509603170186135,0.9217503615469594,0.7509603170186135,0.8189325963532473,,,,,214.52426862716675
AG-T2I-packed_T,1,4,test,0.9708333333333333,0.7702932080276416,0.9547591069330199,0.7702932080276416,0.8437795474332904,0.9693954824389609,0.9708333333333333,0.9675472835740613,0.9852268733092501,214.52426862716675
AG-T2I-step_sparse,1,4,train,0.9884982638888888,0.9251068012435205,0.9365807924170294,0.9251068012435205,0.9301231150715038,,,,,197.66255021095276
AG-T2I-step_sparse,1,4,test,0.9861111111111112,0.8962610226676243,0.9456874929227276,0.8962610226676243,0.9180024968789015,0.986142040006454,0.9861111111111112,0.9859157303370787,0.9979028335400132,197.66255021095276
AG-T2I-attention_map,1,4,train,0.9730902777777778,0.9795885660325915,0.8450370293630707,0.9795885660325915,0.9027723357130646,,,,,239.3845181465149
AG-T2I-attention_map,1,4,test,0.9729166666666667,0.964720909957219,0.8480390964421071,0.964720909957219,0.8993190693837362,0.9782711170330944,0.9729166666666667,0.9745835765822406,0.9930909240122298,239.3845181465149
XGBoost,2,0,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16160202026367188
XGBoost,2,0,test,0.9951388888888889,0.9612832645528626,0.9785523395388868,0.9612832645528626,0.9696598054424655,0.9951492692243813,0.9951388888888889,0.995102884020691,0.9998248410687803,0.16160202026367188
LightGBM,2,0,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18785881996154785
LightGBM,2,0,test,0.9965277777777778,0.9759504846995348,0.9889017323572298,0.9759504846995348,0.98228199688327,0.9965340106374138,0.9965277777777778,0.9965078745872457,0.9999500677461824,0.18785881996154785
CatBoost,2,0,train,0.9991319444444444,0.9996874218554638,0.9879227053140096,0.9996874218554638,0.9936935761139205,0.9991633957326892,0.9991319444444444,0.9991397487401672,0.9999703527721303,0.6550159454345703
CatBoost,2,0,test,0.9965277777777778,0.9802668196827282,0.9845202965989484,0.9802668196827282,0.9823779845717547,0.9965196932653627,0.9965277777777778,0.996521244342235,0.9997809279692431,0.6550159454345703
TabNet,2,0,train,0.9289930555555556,0.37957605879104545,0.6556022408963585,0.37957605879104545,0.40338553964263046,0.8889085842670402,0.9289930555555556,0.8996634514418183,0.9126495598859935,190.32404112815857
TabNet,2,0,test,0.9284722222222223,0.3636363636363636,0.643205574912892,0.3636363636363636,0.3767304682797641,0.8841032713898568,0.9284722222222223,0.8964180560571405,0.9151425801140295,190.32404112815857
FT-Transformer (lite),2,0,train,0.9973958333333334,0.9892872654253789,0.9813700380179594,0.9892872654253789,0.9852327181754413,0.9974482222270791,0.9973958333333334,0.9974070547579967,0.9999643269968983,181.1983516216278
FT-Transformer (lite),2,0,test,0.9944444444444445,0.9444289893243498,0.9854200947394665,0.9444289893243498,0.9627950061876079,0.9945077910745449,0.9944444444444445,0.9943236389626272,0.9996251349625033,181.1983516216278
IGTD-inspired,2,0,train,0.9921875,0.9471310273726198,0.9650205552564769,0.9471310273726198,0.9558982863573839,0.9920909216133624,0.9921875,0.9921117227427827,0.999484020480018,63.324185371398926
IGTD-inspired,2,0,test,0.9805555555555555,0.8383797930839479,0.9506228956228956,0.8383797930839479,0.8868799540334787,0.9800260592031425,0.9805555555555555,0.9796740680245827,0.9980060074839101,63.324185371398926
Naive Reshape,2,0,train,0.9862847222222222,0.91587604910658,0.951141146890028,0.91587604910658,0.9325827206595777,0.985949446170413,0.9862847222222222,0.9859680516246586,0.9979798151743737,56.59718728065491
Naive Reshape,2,0,test,0.98125,0.8386296681464166,0.9552887383198264,0.8386296681464166,0.8890905914287783,0.9807457389508879,0.98125,0.9803395716709254,0.9916460581040374,56.59718728065491
AG-T2I-step_row,2,0,train,0.9858940972222222,0.929845305318083,0.9169860212695319,0.929845305318083,0.9223469387929605,,,,,162.54383039474487
AG-T2I-step_row,2,0,test,0.9875,0.9357027008565195,0.9222794515230079,0.9357027008565195,0.9284579495764714,0.9880065789625705,0.9875,0.9876745397320315,0.9987331009995583,162.54383039474487
AG-T2I-packed,2,0,train,0.9437934027777778,0.6006131509495433,0.8553751423495082,0.6006131509495433,0.622958793690501,,,,,161.14219522476196
AG-T2I-packed,2,0,test,0.9465277777777777,0.6169755573462261,0.8596389541971439,0.6169755573462261,0.6380527304316163,0.9329786675573988,0.9465277777777777,0.9240211200386687,0.9879208297912804,161.14219522476196
AG-T2I-packed_T,2,0,train,0.951171875,0.6482378172796727,0.9002001803031346,0.6482378172796727,0.7029772403110455,,,,,152.0218470096588
