model,metric,mean,std,ci95,time_sec
XGBoost,accuracy,0.9544356955380576,0.012029721284813437,0.006087878932224979,0.6754704475402832
XGBoost,balanced_accuracy,0.9559014819594931,0.010682028316758482,0.005405852189204162,0.6754704475402832
XGBoost,precision_macro,0.9443366197627193,0.015138739558592358,0.00766125926255195,0.6754704475402832
XGBoost,recall_macro,0.9559014819594931,0.010682028316758482,0.005405852189204162,0.6754704475402832
XGBoost,f1_macro,0.9496088322832718,0.01305561449107053,0.006607052526460263,0.6754704475402832
XGBoost,precision_weighted,0.9560944808617701,0.010980335537220878,0.005556816471732989,0.6754704475402832
XGBoost,recall_weighted,0.9544356955380576,0.012029721284813437,0.006087878932224979,0.6754704475402832
XGBoost,f1_weighted,0.9547772766908769,0.011813146647639047,0.005978277043727968,0.6754704475402832
XGBoost,roc_auc,0.9923165649452697,0.0033071792609836634,0.0016736636262264046,0.6754704475402832
LightGBM,accuracy,0.9491863517060369,0.01221965292827315,0.006183997605584517,34.45949125289917
LightGBM,balanced_accuracy,0.9525262902413068,0.01012921831041942,0.005126091726643542,34.45949125289917
LightGBM,precision_macro,0.9380167320502627,0.014871437719796201,0.0075259858680630475,34.45949125289917
LightGBM,recall_macro,0.9525262902413068,0.01012921831041942,0.005126091726643542,34.45949125289917
LightGBM,f1_macro,0.9444369959495719,0.01273650919386247,0.006445562964895207,34.45949125289917
LightGBM,precision_weighted,0.9517236843614986,0.010799024520617173,0.005465060437488417,34.45949125289917
LightGBM,recall_weighted,0.9491863517060369,0.01221965292827315,0.006183997605584517,34.45949125289917
LightGBM,f1_weighted,0.9496587229163255,0.011976147633862191,0.006060766924122165,34.45949125289917
LightGBM,roc_auc,0.9914325058279313,0.003106652963874553,0.0015721833183601887,34.45949125289917
CatBoost,accuracy,0.9525459317585304,0.011752636586107978,0.005947654727544494,1.8348292509714763
CatBoost,balanced_accuracy,0.9550794241179152,0.009575856512211666,0.0048460520188691025,1.8348292509714763
CatBoost,precision_macro,0.9420039665774236,0.01448711155814186,0.0073314899951127666,1.8348292509714763
CatBoost,recall_macro,0.9550794241179152,0.009575856512211666,0.0048460520188691025,1.8348292509714763
